Num,Ch,Res
11,0,0.112581592603
11,2,0.108986515036
11,1,0.100874635322
24,0,0.0575525768841
24,2,0.0324660779148
24,1,0.0
27,0,0.0
27,2,0.11424733794
27,1,0.0
36,0,0.0
36,2,0.0812497053861
36,1,0.0
49,0,0.0
49,2,0.22437513391
49,1,0.0975889193797
50,0,0.198699291725
50,2,0.278581298645
50,1,0.101975073572
1,0,0.211571977464
1,2,0.192297104512
1,1,0.0
10,0,0.123113415484
10,2,0.0428948349777
10,1,0.0625347257795
11,0,0.0
11,2,0.0748909477998
11,1,0.0
13,0,0.220358986674
13,2,0.535356251002
13,1,0.0
14,0,0.846536910526
14,2,0.35236358747
14,1,0.433992207626
15,0,0.0542113963745
15,2,0.0561824169659
15,1,0.0
16,0,0.0
16,2,0.0521667281502
16,1,0.0689788034903
17,0,0.0
17,2,0.121169261027
17,1,0.107655952775
18,0,0.0
18,2,0.0
18,1,0.0
19,0,0.0
19,2,0.0
19,1,0.0
20,0,0.0
20,2,0.098785649608
20,1,0.0
21,0,0.0
21,2,0.0
21,1,0.0973173089391
22,0,0.0924307133927
22,2,0.358506947155
22,1,0.0
24,0,0.0
24,2,0.0
24,1,0.0
25,0,0.0
25,2,0.0
25,1,0.0
26,0,0.131515516466
26,2,0.0565677941701
26,1,0.0745994253073
27,0,0.154562759378
27,2,0.238032776351
27,1,0.217845434231
28,0,0.0951154710503
28,2,0.0
28,1,0.0
29,0,0.0823517644431
29,2,0.0
29,1,2.29164403775
3,0,0.0
3,2,0.0
3,1,0.0
30,0,0.112382680618
30,2,0.0
30,1,0.12686220201
32,0,0.16781084003
32,2,0.0
32,1,0.0
33,0,0.825891365794
33,2,0.0
33,1,0.173829465862
34,0,0.40097147451
34,2,0.14921650098
34,1,2.82361674
36,0,0.0
36,2,0.0
36,1,0.0
37,0,0.0
37,2,0.0
37,1,0.0918100045098
39,0,0.085930526708
39,2,0.139378648884
39,1,0.202733938234
40,0,0.0
40,2,0.0
40,1,0.0
42,0,0.108766369768
42,2,0.2719003423
42,1,0.112405825948
43,0,0.0
43,2,0.0606932096368
43,1,0.0
44,0,0.0850995038352
44,2,0.0
44,1,0.0716586424524
45,0,0.0
45,2,0.458140639366
45,1,0.104458862954
48,0,0.0
48,2,0.0902331979815
48,1,0.0789638253064
49,0,0.0
49,2,0.169328853215
49,1,0.0742278015742
5,0,0.241004621879
5,2,0.132229156256
5,1,0.0
50,0,0.0978458429151
50,2,0.0927742263433
50,1,0.0
7,0,0.104707885284
7,2,0.0
7,1,0.0
8,0,0.0559692581324
8,2,0.117217497642
8,1,0.0
9,0,0.100274567681
9,2,0.0
9,1,0.0
10,0,0.278477365696
10,2,0.0888209101428
10,1,0.0773411229511
12,0,0.139738595883
12,2,0.0
12,1,0.111620217275
14,0,0.78732188212
14,2,0.333739541686
14,1,0.364407526002
15,0,0.0604680685526
15,2,0.0846756438617
15,1,0.0
16,0,0.0634838499037
16,2,0.0
16,1,0.0996444600425
19,0,0.192198750711
19,2,0.0
19,1,0.0
20,0,0.0667366631412
20,2,0.0455630659229
20,1,0.0
21,0,0.0
21,2,0.0
21,1,0.0815742982919
22,0,0.0
22,2,0.487342845656
22,1,0.144795452018
23,0,0.137937993492
23,2,0.626976448626
23,1,0.0
24,0,0.0422819032934
24,2,0.0
24,1,0.0285094256255
25,0,0.0
25,2,0.0
25,1,0.0737670509279
26,0,0.076710989041
26,2,0.0
26,1,0.0704747863482
27,0,0.110684313741
27,2,0.0948073466892
27,1,0.193874154017
29,0,0.0
29,2,0.0840126383047
29,1,3.43822662513
3,0,0.0
3,2,0.0
3,1,0.0
30,0,0.106285045594
30,2,0.105949849246
30,1,0.0
32,0,0.273107364947
32,2,0.0
32,1,0.0
33,0,1.08282185767
33,2,0.0
33,1,0.22634162317
34,0,0.337221221055
34,2,0.0
34,1,2.73473600681
35,0,0.314287415289
35,2,0.686364462755
35,1,0.0
36,0,0.0
36,2,0.173610188241
36,1,0.0
37,0,0.0
37,2,0.0
37,1,0.0977893667486
38,0,0.0911194746042
38,2,0.0819889147075
38,1,0.136778799997
39,0,0.0819547315681
39,2,0.113908951856
39,1,0.0
4,0,0.0774774770093
4,2,0.0
4,1,0.136876457401
40,0,0.136309979448
40,2,0.0
40,1,0.0694006040322
41,0,0.0
41,2,0.141412429797
41,1,0.0
42,0,0.138545682945
42,2,0.379339830418
42,1,0.232392073924
44,0,0.0
44,2,0.0
44,1,0.0
45,0,0.152281464797
45,2,0.561086338807
45,1,0.0811774605917
46,0,0.0788780749298
46,2,0.0631248932246
46,1,0.0
47,0,0.0
47,2,0.0
47,1,0.0731027960028
49,0,0.0
49,2,0.139313749575
49,1,0.0
5,0,0.261219532331
5,2,0.147176534124
5,1,0.0
50,0,0.239747485039
50,2,0.423504877004
50,1,0.161528848028
6,0,0.0745330203417
6,2,0.0
6,1,0.0772015745952
7,0,0.128884995695
7,2,0.0
7,1,0.0
9,0,0.104816200992
9,2,0.0
9,1,0.11348469507
1,0,0.23643872248
1,2,0.283656853079
1,1,0.0
11,0,0.0
11,2,0.0796856271409
11,1,0.0609967978883
12,0,0.204264827795
12,2,0.0751395503828
12,1,0.111427422102
14,0,0.590121935494
14,2,0.232081067793
14,1,0.296861126201
15,0,0.102827762069
15,2,0.112959600796
15,1,0.0554340451474
16,0,0.0626367588566
16,2,0.0784932481956
16,1,0.0746980384643
17,0,0.0809242464034
17,2,0.0793529671561
17,1,0.0960233602037
18,0,0.192008788565
18,2,0.145705814151
18,1,0.0
19,0,0.110194154527
19,2,0.0
19,1,0.0
2,0,1.01477196153
2,2,0.220291710819
2,1,0.0
20,0,0.0364945814053
20,2,0.0689510803734
20,1,0.0
21,0,0.0
21,2,0.0
21,1,0.0720448373604
23,0,0.123326886559
23,2,0.648170631054
23,1,0.0874981112483
24,0,0.0333656614088
24,2,0.0318115868124
24,1,0.0
25,0,0.0
25,2,0.0
25,1,0.0
26,0,0.0870991815785
26,2,0.0
26,1,0.075388720063
27,0,0.16861486757
27,2,0.126655441356
27,1,0.0999635715059
28,0,0.077742073492
28,2,0.0940765895666
28,1,0.0
29,0,0.105448595073
29,2,0.0
29,1,1.34907888188
3,0,0.0
3,2,0.0
3,1,0.0426795788783
30,0,0.174305074663
30,2,0.146716138789
30,1,0.151556567458
31,0,0.0
31,2,0.0
31,1,0.0
33,0,0.710593911438
33,2,0.0
33,1,0.16583112912
34,0,0.535012951123
34,2,0.109782110075
34,1,3.96522456684
35,0,0.23210242466
35,2,0.520503537371
35,1,0.0
36,0,0.0
36,2,0.0
36,1,0.0
37,0,0.0
37,2,0.0
37,1,0.0
38,0,0.128347612171
38,2,0.136414916639
38,1,0.26237055648
39,0,0.170088590713
39,2,0.191659029028
39,1,0.179188966169
4,0,0.0
4,2,0.0
4,1,0.0
40,0,0.0978310524694
40,2,0.0
40,1,0.0
42,0,0.168998779242
42,2,0.479532154369
42,1,0.29128105802
45,0,0.0
45,2,0.637002945559
45,1,0.152137789799
46,0,0.0770258266446
46,2,0.0599468623604
46,1,0.0
47,0,0.104141002145
47,2,0.0
47,1,0.0
49,0,0.0
49,2,0.137501558753
49,1,0.0
5,0,0.256400456784
5,2,0.0
5,1,0.0
50,0,0.374088946726
50,2,0.624731139932
50,1,0.223454814011
6,0,0.0
6,2,0.0858477411901
6,1,0.0770069499322
8,0,0.0494793914455
8,2,0.0942068225004
8,1,0.0489645501157
9,0,0.272500938636
9,2,0.0
9,1,0.174338633849
1,0,0.175027288531
1,2,0.230108732133
1,1,0.0
10,0,0.400849436843
10,2,0.0730950149662
10,1,0.177638547149
11,0,0.0
11,2,0.103661518305
11,1,0.0698467236315
12,0,0.17449647286
12,2,0.151920948064
12,1,0.105401509628
13,0,0.367564133918
13,2,1.09062726023
13,1,0.0
14,0,0.649293746728
14,2,0.249233060689
14,1,0.295423745194
15,0,0.048020032238
15,2,0.0615632828791
15,1,0.0
16,0,0.0710487901832
16,2,0.0
16,1,0.125646267838
18,0,0.0842185071269
18,2,0.0
18,1,0.0
19,0,0.242132709891
19,2,0.0
19,1,0.0
2,0,0.809492281374
2,2,0.221228568642
2,1,0.0
20,0,0.0651604742232
20,2,0.0937450318553
20,1,0.0
21,0,0.0
21,2,0.0
21,1,0.137102931266
22,0,0.0
22,2,0.723463459426
22,1,0.124793618293
24,0,0.0257891877294
24,2,0.0226721592225
24,1,0.0
27,0,0.0927445857778
27,2,0.226426390973
27,1,0.104517464105
28,0,0.114991006592
28,2,0.0826968995356
28,1,0.0
29,0,0.128767265293
29,2,0.0
29,1,2.96559882333
30,0,0.083892149123
30,2,0.0
30,1,0.0
32,0,0.21503125077
32,2,0.0
32,1,0.0
33,0,0.829250481833
33,2,0.100486565968
33,1,0.12329503365
34,0,0.420182213683
34,2,0.0
34,1,1.10622309447
35,0,0.312204546355
35,2,0.540080745874
35,1,0.118447265071
39,0,0.108377879278
39,2,0.164393698223
39,1,0.20229211868
4,0,0.0
4,2,0.0
4,1,0.0747161655783
40,0,0.089971871741
40,2,0.0
40,1,0.0
41,0,0.0
41,2,0.0
41,1,0.0
42,0,0.306147730496
42,2,0.686741336967
42,1,0.326530606416
43,0,0.0
43,2,0.0
43,1,0.0
45,0,0.0
45,2,0.687333619184
45,1,0.105040647793
46,0,0.0753579691555
46,2,0.0624972422331
46,1,0.0
48,0,0.0
48,2,0.0
48,1,0.090445714161
5,0,0.214682604207
5,2,0.097774537847
5,1,0.0
50,0,0.0
50,2,0.0
50,1,0.0
6,0,0.090342946214
6,2,0.134935384725
6,1,0.153603900339
7,0,0.0987305325896
7,2,0.0
7,1,0.0
8,0,0.0387782234773
8,2,0.138261387937
8,1,0.0
9,0,0.163539747308
9,2,0.0
9,1,0.0997447329456
1,0,0.223331070911
1,2,0.355378604111
1,1,0.108303513069
11,0,0.0
11,2,0.148065238194
11,1,0.0895265998448
12,0,0.175089937066
12,2,0.0946759839336
12,1,0.106766735416
14,0,0.877044740308
14,2,0.317295594476
14,1,0.435083556605
15,0,0.0937392600447
15,2,0.111462607747
15,1,0.0
16,0,0.0
16,2,0.0
16,1,0.0995096475123
18,0,0.270202148189
18,2,0.0
18,1,0.0951522853972
19,0,0.123063829792
19,2,0.0
19,1,0.0
2,0,0.742458539426
2,2,0.201645839096
2,1,0.0723652691588
20,0,0.040600658623
20,2,0.0721353740286
20,1,0.0
21,0,0.0
21,2,0.0
21,1,0.0621656005467
22,0,0.0
22,2,0.40673711532
22,1,0.0
23,0,0.105781354795
23,2,0.459405180995
23,1,0.0714938857358
24,0,0.0
24,2,0.0552379191978
24,1,0.0
25,0,0.0810800084135
25,2,0.0
25,1,0.0
27,0,0.119130233711
27,2,0.0768119957371
27,1,0.116888660769
29,0,0.0
29,2,0.0895351061187
29,1,1.31977400508
30,0,0.0928276454585
30,2,0.0
30,1,0.0822747759727
31,0,0.0866419623957
31,2,0.075132843097
31,1,0.0
32,0,0.323288194512
32,2,0.0
32,1,0.0
33,0,0.694191472795
33,2,0.151950545367
33,1,0.147858377791
34,0,0.266375406765
34,2,0.0
34,1,0.0
35,0,0.157728758063
35,2,0.348582496996
35,1,0.0
36,0,0.0878996624825
36,2,0.0739691952502
36,1,0.0
38,0,0.138288376174
38,2,0.146277932155
38,1,0.291310637414
39,0,0.162475380154
39,2,0.234618962936
39,1,0.337673827951
42,0,0.145625283794
42,2,0.430883205827
42,1,0.174259466458
44,0,0.0
44,2,0.0
44,1,0.0
45,0,0.0
45,2,0.935752088529
45,1,0.158334805681
46,0,0.11379012799
46,2,0.0482591754671
46,1,0.0
47,0,0.0
47,2,0.0
47,1,0.104789656166
49,0,0.0
49,2,0.0925672453827
49,1,0.0
50,0,0.286760898377
50,2,0.610354552785
50,1,0.15077516661
6,0,0.0
6,2,0.131025284999
6,1,0.0
7,0,0.226237538691
7,2,0.0
7,1,0.078974734686
8,0,0.0610214702956
8,2,0.156357457947
8,1,0.0415267621936
9,0,0.252441566662
9,2,0.0
9,1,0.140443441478
1,0,0.236617181771
1,2,0.359378010064
1,1,0.0
10,0,0.405324059988
10,2,0.0839263725193
10,1,0.185055880236
12,0,0.0959944367726
12,2,0.14038523597
12,1,0.0
13,0,0.208642192508
13,2,0.385049513814
13,1,0.0721318830648
14,0,0.689287128909
14,2,0.279113610777
14,1,0.310828028801
18,0,0.206432980328
18,2,0.0
18,1,0.0
21,0,0.0
21,2,0.0
21,1,0.0
25,0,0.0
25,2,0.0718280071271
25,1,0.0745981879231
29,0,0.0
29,2,0.0
