Hit_Direction,Response_Position,Ch,x_H,y_H,z_H,x_R,y_R,z_R,Num
0,119,2,0.075000003,-0.100000001,0.057,0.150000006,0.201499999,0.032499999,71
0,120,2,0.125,0.25,0.057,0.091666669,0.25,0.017000001,72
1,120,2,0.125,0.25,0.057,0.091666669,0.25,0.017000001,73
0,121,2,-0.075000003,0.200000003,0.057,-0.091666669,0.223499998,0.017,74
1,121,2,-0.075000003,0.200000003,0.057,-0.091666669,0.223499998,0.017,75
1,125,2,0,0.200000003,0.034000002,0.174999997,-0.201499999,0.032000002,76
1,126,2,-0.174999997,0.25,0,-0.091666669,-0.25,0.017000001,77
1,127,2,-0.174999997,0.25,0.034000002,-0.174999997,-0.223499998,0.032000002,78
1,131,2,-0.174999997,-0.25,0.114,0,-0.200000003,0.017000001,79
0,133,2,-0.125,-0.100000001,0.034000002,0.174999997,-0.25,0.017000001,80
2,134,2,-0.150000006,-0.201499999,0.032000002,0.150000006,0.223499998,0.032499999,81
1,135,2,0.091666669,0.25,0.017000001,0.174999997,0.223499998,0.032499999,82
1,139,2,0.150000006,0.25,0.079999998,-0.150000006,0.24849999,0.032499999,83
0,142,2,0.175,-0.25,0.079999998,-0.116666667,0.25,0,84
1,142,2,0.175,-0.25,0.079999998,-0.116666667,0.25,0,85
2,146,2,0.091666669,0.226500005,0.032499999,0.150000006,0.25,0.017000001,86
2,146,2,-0.008333335,0.201499999,0.032499999,0.150000006,0.25,0.017000001,87
0,148,2,-0.075000003,-0.200000003,0.057,0,0.25,0,88
1,148,2,-0.075000003,-0.200000003,0.017000001,0,0.25,0,89
1,150,2,0,0.200000003,0,0.174999997,0.25,0.017000001,90
2,150,2,-0.091666669,0.24849999,0.032499999,0.174999997,0.25,0.017000001,91
1,151,2,-0.174999997,-0.25,0.097000003,-0.116666667,-0.25,0,92
0,153,2,-0.125,0.200000003,0.057,-0.125,-0.100000001,0.079999998,93
0,155,2,-0.075000003,-0.200000003,0.034,-0.075000003,-0.100000001,0.034000002,94
1,155,2,-0.075000003,-0.200000003,0,-0.075000003,-0.100000001,0.034000002,95
1,161,2,-0.116666667,0.25,0,-0.125,-0.200000003,0.057,96
1,162,2,0,0.200000003,0.057,-0.125,-0.100000001,0.034000002,97
0,163,2,-0.075000003,0.200000003,0.057,0.075000003,0.100000001,0.057,98
1,163,2,-0.075000003,0.200000003,0.017000001,0.075000003,0.100000001,0.057,99
2,164,2,0.174999997,0.24849999,0.032499999,0.075000003,0.200000003,0.057,100
1,167,2,0.174999997,0.25,0,0.075000003,0,0.057,101
0,168,2,-0.125,-2.77556e-17,0.034000002,0.125,-0.100000001,0.034000002,102
1,175,2,0.058333334,-0.25,0.114,-0.125,0.100000001,0.079999998,103
0,177,2,-0.125,0.200000003,0.079999998,-0.125,0.100000001,0.057,104
0,177,2,-0.125,0.224999994,0.079999998,-0.125,0.100000001,0.057,105
1,177,2,-0.125,0.200000003,0.079999998,-0.125,0.100000001,0.057,106
1,177,2,0.116666667,0.25,0,-0.125,0.100000001,0.057,107
1,184,2,0.116666667,-0.25,0,0.125,-0.224999994,0.079999998,108
0,186,2,0.125,0.25,0.034000002,-0.125,-0.224999994,0.057,109
1,186,2,0.125,0.25,0.034000002,-0.125,-0.224999994,0.057,110
2,190,2,-0.091666669,-0.24849999,0.032000002,0.075000003,0.100000001,0.034000002,111
0,193,2,0.125,0.224999994,0.079999998,0,0.200000003,0.079999998,112
0,198,2,0.125,0.25,0.034000002,-0.125,0.224999994,0.079999998,113
1,198,2,0.125,0.25,0.034000002,-0.125,0.224999994,0.079999998,114
1,199,2,-0.150000006,-0.25,0.034000002,-0.125,-0.224999994,0.079999998,115
1,207,2,0.174999997,-0.25,0.114,0,-0.200000003,0.079999998,116
1,207,2,-0.033333331,-0.25,0.097000003,0,-0.200000003,0.079999998,117
0,208,2,-0.075000003,-0.200000003,0.057,-0.075000003,0.200000003,0.097000003,118
1,208,2,-0.075000003,-0.200000003,0.017000001,-0.075000003,0.200000003,0.097000003,119
2,209,2,0.174999997,0.24849999,0.032499999,-0.150000006,-0.25,0.079999998,120
2,217,2,-0.174999997,-0.223499998,0.032000002,0,-0.200000003,0.097000003,121
0,218,2,0.075000003,-0.200000003,0.057,0.150000006,-0.25,0.08,122
1,218,2,0.075000003,-0.200000003,0,0.150000006,-0.25,0.097000003,123
0,219,2,0.125,-0.224999994,0.057,-0.116666667,-0.25,0.114,124
0,222,2,-0.075000003,0.100000001,0.034000002,0,-0.25,0.114,125
2,223,2,0.174999997,0.24849999,0.032499999,0.116666667,-0.25,0.114,126
0,225,2,0.125,0.25,0.079999998,0.091666669,0.25,0.097000003,127
1,225,2,0.125,0.25,0.079999998,0.091666669,0.25,0.097000003,128
0,226,2,-0.075000003,0.200000003,0.057,0.15,0.25,0.114,129
1,226,2,-0.075000003,0.200000003,0.097000003,0.15,0.25,0.114,130
2,234,2,-0.008333335,0.201499999,0,0.174999997,0.25,0.097000003,131
1,235,2,-0.116666667,-0.25,0.114,-0.091666669,0.25,0.097000003,132
2,238,2,-0.150000006,0.24849999,0.032499999,-0.150000006,0.25,0.079999998,133
2,239,2,-0.008333335,0.223499998,0.032499999,-0.174999997,0.25,0.097000003,134
