Hit_Direction,Response_Position,Ch,x_H,y_H,z_H,x_R,y_R,z_R,Num,Res
1,34,2,0.075000003,0.200000003,0.057,-0.125,-0.200000003,0.079999998,20,0.153195967468
0,37,2,-0.125,-0.224999994,0.034000002,-0.174999997,0.25,0.114,21,0.228065406942
1,37,2,-0.058333334,0.25,0.114,-0.174999997,0.25,0.114,22,0.0869500959068
1,38,2,0.150000006,0.25,0.034000002,-0.174999997,0.25,0.079999998,23,0.452267515235
2,40,2,-0.091666669,0.24849999,0.032499999,0.075000003,0.200000003,0.114,24,0.311096456014
0,50,2,0.125,-0.224999994,0.034000002,-0.058333334,-0.25,0.0,25,0.179110557395
1,52,2,0.0,0.25,0.114,0.125,-0.05,0.034000002,26,0.584103419327
0,53,2,0.125,0.224999994,0.057,0.075000003,-0.05,0.034000002,27,0.986152865304
1,53,2,-0.150000006,0.25,0.079999998,0.075000003,-0.05,0.034000002,28,0.23521271349
0,54,2,-0.125,-0.224999994,0.034000002,0.075000003,-0.05,0.079999998,29,0.110367034283
1,56,2,-0.174999997,-0.25,0.097000003,-0.075000003,-0.075,0.079999998,30,0.0125513319685
0,60,2,0.125,0.25,0.034000002,0.058333334,0.25,0.114,31,0.227095254436
1,60,2,0.125,0.25,0.034000002,0.058333334,0.25,0.114,32,0.0751880243739
2,61,2,-0.091666669,0.24849999,0.032499999,-0.058333334,0.25,0.114,33,1.03214192637
2,61,2,0.091666669,-0.201499999,0.032000002,-0.058333334,0.25,0.114,34,0.23703692573
1,64,2,-0.058333334,-0.25,0.114,-0.150000006,-0.24849999,0.032000002,35,0.0117004739331
0,66,2,-0.075000003,-0.200000003,0.034000002,0.0,0.200000003,0.017000001,36,0.161301157266
1,66,2,-0.075000003,-0.200000003,0.034000002,0.0,0.200000003,0.017000001,37,0.0
2,66,2,0.06666667,0.201499999,0.032499999,0.0,0.200000003,0.017000001,38,0.799162198426
1,71,2,0.0,0.25,0.034000002,-0.033333331,0.24849999,0.032499999,39,0.0601778320895
1,72,2,-0.174999997,-0.25,0.034000002,-0.033333331,0.25,0.017000001,40,0.0805071788643
0,73,2,-0.075000003,-0.100000001,0.034000002,0.091666669,-0.201499999,0.032000002,41,0.0581744862628
1,74,2,0.174999997,-0.25,0.079999998,0.06666667,-0.201499999,0.032000002,42,0.0723661904691
0,75,2,0.125,-0.200000003,0.034000002,0.06666667,-0.25,0.032000002,43,0.0170209175703
0,75,2,0.125,-0.100000001,0.034000002,0.06666667,-0.25,0.032000002,44,0.0653633569118
1,75,2,0.125,-0.200000003,0.034000002,0.06666667,-0.25,0.032000002,45,0.0588470240365
0,77,2,0.125,-0.224999994,0.079999998,0.008333335,-0.25,0.032000002,46,0.0104229347968
1,78,2,-0.150000006,0.25,0.034000002,0.116666667,-0.25,0.0,47,0.0308367098476
0,84,2,-0.125,-0.200000003,0.057,0.125,-0.205,0.034000002,48,0.0587791619319
1,84,2,-0.125,-0.200000003,0.057,0.125,-0.205,0.034000002,49,0.11622514803
1,85,2,-0.116666667,-0.25,0.0,0.091666669,-0.205,0.032499999,50,0.0773674027292
2,85,2,-0.150000006,0.226500005,0.032499999,0.091666669,-0.205,0.032499999,51,0.203789687185
1,91,2,-0.150000006,0.25,0.017000001,-0.008333335,0.201499999,0.032499999,52,0.0263077252108
1,94,2,-0.174999997,-0.25,0.079999998,-0.125,-0.205,0.034000002,53,0.0639257235412
1,97,2,0.150000006,-0.25,0.017000001,-0.150000006,-0.201499999,0.032000002,54,0.803856763095
0,99,2,-0.125,-0.25,0.057,-0.091666669,-0.201499999,0.032000002,55,0.100958967066
1,99,2,-0.125,-0.25,0.057,-0.091666669,-0.201499999,0.032000002,56,0.0072721146663
0,102,2,-0.075000003,-0.200000003,0.097000003,-0.06666667,-0.201499999,0.032000002,57,0.0745993854364
1,102,2,0.058333334,-0.25,0.114,-0.06666667,-0.201499999,0.032000002,58,0.0511323488302
1,102,2,-0.075000003,-0.200000003,0.097000003,-0.06666667,-0.201499999,0.032000002,59,0.0640615434972
0,106,2,0.125,0.25,0.079999998,0.125,-0.205,0.034000002,60,0.0371885763938
1,106,2,0.125,0.25,0.079999998,0.125,-0.205,0.034000002,61,0.246046914483
0,109,2,-0.125,-0.200000003,0.034000002,-0.125,-0.205,0.034000002,62,0.121522968563
1,109,2,-0.125,-0.200000003,0.034000002,-0.125,-0.205,0.034000002,63,0.111958238868
1,110,2,-0.058333334,-0.25,0.114,0.150000006,-0.24849999,0.032000002,64,0.0497224223656
2,110,2,0.091666669,-0.223499998,0.032000002,0.150000006,-0.24849999,0.032000002,65,1.12616079164
2,113,2,-0.06666667,-0.201499999,0.032000002,0.15,-0.2485,0.032000002,66,0.0635873465111
0,114,2,0.075000003,0.200000003,0.057,0.15,-0.24849999,0.032000002,67,0.0944159985141
1,114,2,-0.174999997,-0.25,0.079999998,0.15,-0.24849999,0.032000002,68,0.0
1,114,2,0.075000003,0.200000003,0.057,0.15,-0.24849999,0.032000002,69,0.0135694818494
2,116,2,0.091666669,-0.24849999,0.032000002,0.0,0.25,0.034000002,70,0.135361638868
0,119,2,0.075000003,-0.100000001,0.057,0.150000006,0.201499999,0.032499999,71,0.269111780073
0,120,2,0.125,0.25,0.057,0.091666669,0.25,0.017000001,72,0.0707831883663
1,120,2,0.125,0.25,0.057,0.091666669,0.25,0.017000001,73,0.373615361399
0,121,2,-0.075000003,0.200000003,0.057,-0.091666669,0.223499998,0.017,74,0.0203542766692
1,121,2,-0.075000003,0.200000003,0.057,-0.091666669,0.223499998,0.017,75,0.0668715332405
1,125,2,0.0,0.200000003,0.034000002,0.174999997,-0.201499999,0.032000002,76,0.0372071229023
1,126,2,-0.174999997,0.25,0.0,-0.091666669,-0.25,0.017000001,77,0.0117392752439
1,127,2,-0.174999997,0.25,0.034000002,-0.174999997,-0.223499998,0.032000002,78,0.0250914960071
1,131,2,-0.174999997,-0.25,0.114,0.0,-0.200000003,0.017000001,79,0.0354049397145
0,133,2,-0.125,-0.100000001,0.034000002,0.174999997,-0.25,0.017000001,80,0.251371656175
2,134,2,-0.150000006,-0.201499999,0.032000002,0.150000006,0.223499998,0.032499999,81,0.159241780034
1,135,2,0.091666669,0.25,0.017000001,0.174999997,0.223499998,0.032499999,82,0.990826965418
1,139,2,0.150000006,0.25,0.079999998,-0.150000006,0.24849999,0.032499999,83,0.162473424547
0,142,2,0.175,-0.25,0.079999998,-0.116666667,0.25,0.0,84,0.0442937844575
1,142,2,0.175,-0.25,0.079999998,-0.116666667,0.25,0.0,85,0.210013911804
2,146,2,0.091666669,0.226500005,0.032499999,0.150000006,0.25,0.017000001,86,2.95883733648
2,146,2,-0.008333335,0.201499999,0.032499999,0.150000006,0.25,0.017000001,87,0.96321064206
0,148,2,-0.075000003,-0.200000003,0.057,0.0,0.25,0.0,88,0.107144762419
1,148,2,-0.075000003,-0.200000003,0.017000001,0.0,0.25,0.0,89,0.169074912797
1,150,2,0.0,0.200000003,0.0,0.174999997,0.25,0.017000001,90,0.41471862549
2,150,2,-0.091666669,0.24849999,0.032499999,0.174999997,0.25,0.017000001,91,0.550876624157
1,151,2,-0.174999997,-0.25,0.097000003,-0.116666667,-0.25,0.0,92,0.0
0,153,2,-0.125,0.200000003,0.057,-0.125,-0.100000001,0.079999998,93,0.0
0,155,2,-0.075000003,-0.200000003,0.034,-0.075000003,-0.100000001,0.034000002,94,0.333494877271
1,155,2,-0.075000003,-0.200000003,0.0,-0.075000003,-0.100000001,0.034000002,95,0.0198350162493
1,161,2,-0.116666667,0.25,0.0,-0.125,-0.200000003,0.057,96,0.0620276847906
1,162,2,0.0,0.200000003,0.057,-0.125,-0.100000001,0.034000002,97,0.0911283250615
0,163,2,-0.075000003,0.200000003,0.057,0.075000003,0.100000001,0.057,98,0.531961029759
1,163,2,-0.075000003,0.200000003,0.017000001,0.075000003,0.100000001,0.057,99,0.333186870313
2,164,2,0.174999997,0.24849999,0.032499999,0.075000003,0.200000003,0.057,100,0.915502420244
1,167,2,0.174999997,0.25,0.0,0.075000003,0.0,0.057,101,0.0734868957238
0,168,2,-0.125,-2.77556e-17,0.034000002,0.125,-0.100000001,0.034000002,102,0.0601264954282
1,175,2,0.058333334,-0.25,0.114,-0.125,0.100000001,0.079999998,103,0.0192673239058
0,177,2,-0.125,0.200000003,0.079999998,-0.125,0.100000001,0.057,104,0.175741987811
0,177,2,-0.125,0.224999994,0.079999998,-0.125,0.100000001,0.057,105,0.446960486336
1,177,2,-0.125,0.200000003,0.079999998,-0.125,0.100000001,0.057,106,0.234193566755
1,177,2,0.116666667,0.25,0.0,-0.125,0.100000001,0.057,107,0.076637207005
1,184,2,0.116666667,-0.25,0.0,0.125,-0.224999994,0.079999998,108,0.00902541227385
0,186,2,0.125,0.25,0.034000002,-0.125,-0.224999994,0.057,109,0.266683250802
1,186,2,0.125,0.25,0.034000002,-0.125,-0.224999994,0.057,110,0.0309686195322
2,190,2,-0.091666669,-0.24849999,0.032000002,0.075000003,0.100000001,0.034000002,111,0.424839082544
0,193,2,0.125,0.224999994,0.079999998,0.0,0.200000003,0.079999998,112,0.0955267402945
0,198,2,0.125,0.25,0.034000002,-0.125,0.224999994,0.079999998,113,0.119697000841
1,198,2,0.125,0.25,0.034000002,-0.125,0.224999994,0.079999998,114,0.10435243139
1,199,2,-0.150000006,-0.25,0.034000002,-0.125,-0.224999994,0.079999998,115,0.0762870194696
1,207,2,0.174999997,-0.25,0.114,0.0,-0.200000003,0.079999998,116,0.0750983355541
1,207,2,-0.033333331,-0.25,0.097000003,0.0,-0.200000003,0.079999998,117,0.0368955559098
0,208,2,-0.075000003,-0.200000003,0.057,-0.075000003,0.200000003,0.097000003,118,0.11751250766
1,208,2,-0.075000003,-0.200000003,0.017000001,-0.075000003,0.200000003,0.097000003,119,0.0315737267617
2,209,2,0.174999997,0.24849999,0.032499999,-0.150000006,-0.25,0.079999998,120,0.110835804795
2,217,2,-0.174999997,-0.223499998,0.032000002,0.0,-0.200000003,0.097000003,121,0.229776680828
0,218,2,0.075000003,-0.200000003,0.057,0.150000006,-0.25,0.08,122,0.0774365918443
1,218,2,0.075000003,-0.200000003,0.0,0.150000006,-0.25,0.097000003,123,0.0161661996216
0,219,2,0.125,-0.224999994,0.057,-0.116666667,-0.25,0.114,124,0.117966273242
0,222,2,-0.075000003,0.100000001,0.034000002,0.0,-0.25,0.114,125,0.0364699975785
2,223,2,0.174999997,0.24849999,0.032499999,0.116666667,-0.25,0.114,126,0.118397149133
0,225,2,0.125,0.25,0.079999998,0.091666669,0.25,0.097000003,127,0.458610766121
1,225,2,0.125,0.25,0.079999998,0.091666669,0.25,0.097000003,128,0.496548275192
0,226,2,-0.075000003,0.200000003,0.057,0.15,0.25,0.114,129,0.261986156856
1,226,2,-0.075000003,0.200000003,0.097000003,0.15,0.25,0.114,130,0.19104965534
2,234,2,-0.008333335,0.201499999,0.0,0.174999997,0.25,0.097000003,131,1.36090907184
1,235,2,-0.116666667,-0.25,0.114,-0.091666669,0.25,0.097000003,132,0.0931158622994
2,238,2,-0.150000006,0.24849999,0.032499999,-0.150000006,0.25,0.079999998,133,1.02870574438
2,239,2,-0.008333335,0.223499998,0.032499999,-0.174999997,0.25,0.097000003,134,0.585959355604
