Frequency,N8757,N8758,N8763,N8788,N8811,N8813,N8815,N8932,N8973,N8975,N9020,N9024,N9038,N9048,N9103,N2969,N2970,N2983,N2996,N3011,N3016,N3281,N3788,N3789
32.1149711609,1.57140827179,1.12686443329,0.737693250179,4.76186752319,2.54585552216,3.49997186661,3.03301358223,3.91305327415,0.212474554777,0.0400191470981,4.55070734024,4.28350830078,2.05329966545,0.40888389945,4.81118631363,0.00163601338863,0.0021020246204,0.00157913088333,0.00158368889242,0.00271712522954,0.00173981301486,0.00156169838738,0.00220532249659,0.00153067882638
32.1437759399,1.35270285606,0.969719588757,0.634583413601,4.10282564163,2.19215989113,3.01435041428,2.6118581295,3.37043881416,0.182422876358,0.0342565700412,3.92061686516,3.68995904922,1.7677423954,0.351379990578,4.14584255219,0.00140264513902,0.00177780340891,0.00136773253325,0.00137256260496,0.00236562709324,0.00151358614676,0.00135029794183,0.00191627640743,0.00136667082552
32.1728401184,1.18473863602,0.849030196667,0.555391728878,3.59672808647,1.9205313921,2.6414129734,2.28842592239,2.953738451,0.159338235855,0.029832713306,3.4367480278,3.23414492607,1.54843950272,0.307212203741,3.63491845131,0.00122394040227,0.0015294336481,0.00120535015594,0.00121033960022,0.00209547625855,0.00133969006129,0.00118805782404,0.00169414596166,0.00124110025354
32.2021713257,1.05205404758,0.753687560558,0.49282976985,3.19696807861,1.70596241951,2.34682226181,2.0329375267,2.62458252907,0.141097545624,0.0263397414237,3.05454397202,2.87409424782,1.37520158291,0.27231669426,3.23135995865,0.00108325388283,0.00133384671062,0.00107704568654,0.00108211615589,0.00188188056927,0.00120217597578,0.00105999642983,0.00151853775606,0.0011422210373
32.2317733765,0.944771707058,0.676595389843,0.442241758108,2.8737745285,1.5324780941,2.1086435318,1.82637214661,2.35846161842,0.126344650984,0.0235171318054,2.74554133415,2.58299684525,1.2351320982,0.244097560644,2.90510725975,0.00096995261265,0.00117631035391,0.000973277026787,0.000978372176178,0.00170900358353,0.00109085603617,0.000956543895882,0.00137642491609,0.00106253370177
32.2616539001,0.856334984303,0.613043010235,0.400537014008,2.60738396645,1.38947367668,1.9123159647,1.6561011076,2.1391055584,0.114179261029,0.0211919471622,2.49084568024,2.34305429459,1.11966955662,0.220831498504,2.63620638847,0.000876978039742,0.00104704767,0.000887709611561,0.000892787589692,0.00156633206643,0.000998967094347,0.000871347030625,0.00125915952958,0.000997062423266
32.2918128967,0.782239854336,0.559794306755,0.365592420101,2.38422060013,1.26966440678,1.74783682823,1.51345038414,1.95533692837,0.103982940316,0.0192453954369,2.2774772644,2.14204025269,1.02293300629,0.201334789395,2.41094994545,0.000799480825663,0.000939346035011,0.000815992127173,0.000821021036245,0.00144664430991,0.000921863189433,0.000800041831098,0.00116080115549,0.000942391634453
32.322265625,0.719298422337,0.514559209347,0.335905492306,2.19467568398,1.16789484024,1.60812747478,1.39228069782,1.79924595356,0.0953180119395,0.0175934042782,2.09625029564,1.97130250931,0.94076025486,0.184769615531,2.21963691711,0.000734028872102,0.000848457450047,0.000755044980906,0.000759999849834,0.00134482909925,0.000856256287079,0.000739539507776,0.00107714522164,0.000896105717402
32.353012085,0.665195703506,0.475674331188,0.310384809971,2.03177070618,1.08042037487,1.48804581165,1.28813302517,1.66508734226,0.0878665819764,0.0161749199033,1.94049274921,1.82455575466,0.870128273964,0.170527517796,2.0552213192,0.000678128795698,0.000770936254412,0.000702631426975,0.000707492465153,0.00125717418268,0.000799758185167,0.000687596853822,0.00100513827056,0.000856451981235
32.384059906,0.618211567402,0.441903859377,0.288219720125,1.89032149315,1.00445926189,1.38377261162,1.19769513607,1.54859292507,0.0813925117254,0.0149445878342,1.80524814129,1.69713127613,0.808791220188,0.158156424761,1.9124686718,0.000629927963018,0.000704225385562,0.000657089753076,0.000661840953398,0.00118092179764,0.000750594772398,0.000642547151074,0.00094251165865,0.000822129484732
32.4154205322,0.577042818069,0.412311583757,0.268795847893,1.76639962196,0.937903344631,1.29241359234,1.11845684052,1.44652891159,0.0757168233395,0.0138680441305,1.68676066399,1.58549153805,0.755047380924,0.147313833237,1.78741264343,0.000588021997828,0.000646389438771,0.000617160927504,0.000621789135039,0.00111398193985,0.000707421568222,0.000603127526119,0.00088754639728,0.000792153528892
32.4470939636,0.540684461594,0.386175453663,0.251639544964,1.65697598457,0.87912774086,1.2117369175,1.0484828949,1.35640132427,0.0707015693188,0.0129187963903,1.58213460445,1.48690879345,0.707584798336,0.137735649943,1.67699491978,0.000551327771973,0.000595938356128,0.000581873988267,0.000586368259974,0.00105474342126,0.000669202068821,0.000568364281207,0.000838917156216,0.000765765784308
32.4790916443,0.508349776268,0.362930178642,0.236379891634,1.55967867374,0.826859474182,1.13999521732,0.986257910728,1.27625775337,0.0662387087941,0.0120761059225,1.48910236359,1.39924693108,0.665375769138,0.129215076566,1.57882082462,0.000518996501341,0.000551706878468,0.000550468801521,0.000554819882382,0.00100194464903,0.000635124510154,0.000537494779564,0.000795585743617,0.000742373347748
32.5114212036,0.479413956404,0.342126965523,0.222722455859,1.47262477875,0.780088365078,1.07580113411,0.930578649044,1.20454788208,0.0622424669564,0.0113235097378,1.40586340427,1.32081007957,0.627604782581,0.12158793211,1.49098908901,0.000490353733767,0.00051277136663,0.000522341753822,0.000526541727595,0.000954583578277,0.000604544358794,0.000509913719725,0.000756728404667,0.000721506075934
32.5440940857,0.453374952078,0.323405057192,0.210430577397,1.39430093765,0.738002181053,1.01803970337,0.880478143692,1.1400257349,0.0586439147592,0.0106477783993,1.33097100258,1.25023567677,0.593616247177,0.114722266793,1.41197144985,0.000464857177576,0.0004783901677,0.000497007800732,0.000501049915329,0.000911855197046,0.000576943624765,0.000485134369228,0.000721682677977,0.000702786492184
32.5771102905,0.42982468009,0.306471258402,0.199311882257,1.32347667217,0.699941039085,0.965804457664,0.835170447826,1.08167862892,0.0553870238364,0.0100381635129,1.26324915886,1.18641531467,0.562877237797,0.108510836959,1.34052622318,0.000442065298557,0.000447960977908,0.000474072585348,0.000477950845379,0.000873105076607,0.000551901292056,0.00046276129433,0.000689910259098,0.00068590848241
32.6104850769,0.408428132534,0.291085004807,0.189208477736,1.25914263725,0.665363073349,0.918351650238,0.794010460377,1.02867531776,0.0524258129299,0.00948584545404,1.20173227787,1.1284403801,0.534950494766,0.10286565125,1.27563357353,0.00042161528836,0.000420988915721,0.00045321250218,0.000456921727164,0.000837795843836,0.000529071781784,0.000442469783593,0.000660969177261,0.000670621171594
32.6442298889,0.388907849789,0.277046769857,0.17998957634,1.20046186447,0.63381934166,0.875064849854,0.756463527679,0.980327010155,0.0497221723199,0.00898351985961,1.1456207037,1.07555687428,0.509473562241,0.0977137386799,1.21644890308,0.000403206038754,0.000397063326091,0.000434159330325,0.000437694863649,0.000805482384749,0.000508168537635,0.000423990772106,0.000634493306279,0.000656716991216
32.6783447266,0.371031850576,0.264190107584,0.171545878053,1.14673554897,0.604934990406,0.835429012775,0.722083330154,0.936058282852,0.0472442805767,0.00852508656681,1.09424602985,1.02713561058,0.486143618822,0.0929942056537,1.16226649284,0.000386585423257,0.000375839474145,0.000416689028498,0.000420046766521,0.0007757928106,0.00048895238433,0.000407099520089,0.000610176706687,0.000644022831693
32.7128486633,0.354605048895,0.252374738455,0.163785398006,1.0973752737,0.57839423418,0.799010872841,0.690493702888,0.895384848118,0.0449653528631,0.00810541305691,1.04704606533,0.982646763325,0.464705944061,0.0886557623744,1.11249220371,0.000371540867491,0.000357025244739,0.000400613062084,0.000403789192205,0.000748414022382,0.000471221806947,0.000391606823541,0.000587761809584,0.000632393406704
32.7477455139,0.339461952448,0.241481795907,0.156630158424,1.051882267,0.553929388523,0.765442848206,0.661376059055,0.857896149158,0.0428626686335,0.00772015284747,1.00354337692,0.941640973091,0.444944411516,0.0846549272537,1.06662249565,0.000357891665772,0.000340370082995,0.000385771534638,0.000388762535295,0.000723080418538,0.000454806024209,0.000377352203941,0.000567030278035,0.000621705548838
32.7830467224,0.325461447239,0.231409877539,0.150013625622,1.00983071327,0.531312227249,0.734411299229,0.634458482265,0.823241651058,0.0409168601036,0.00736559694633,0.963331639767,0.903735160828,0.426674693823,0.0809546262026,1.02422738075,0.000345483160345,0.000325657136273,0.000372027920093,0.000374830735382,0.000699565629475,0.00043955919682,0.00036419875687,0.000547795672901,0.000611854658928
32.8187675476,0.312482267618,0.222071930766,0.143878668547,0.970855414867,0.510346651077,0.705647170544,0.609507679939,0.791120588779,0.0391112938523,0.00703856395558,0.926061034203,0.868600130081,0.409738630056,0.0775230377913,0.984938204288,0.000334182259394,0.000312696443871,0.000359265162842,0.000361876795068,0.000677674950566,0.000425356120104,0.000352029019268,0.000529898097739,0.000602750864346
32.8549194336,0.300419837236,0.21339276433,0.138176009059,0.934640944004,0.490863531828,0.678918063641,0.586321949959,0.761273384094,0.037431627512,0.00673631206155,0.89143037796,0.835951924324,0.393999516964,0.0743326619267,0.948436260223,0.00032387371175,0.000301319989376,0.000347382156178,0.000349799840478,0.000657240569126,0.000412088818848,0.000340741506079,0.000513199309353,0.000594317039941
32.8915100098,0.28918337822,0.205307275057,0.132862865925,0.900913596153,0.472715944052,0.654022455215,0.564726650715,0.73347479105,0.0358653999865,0.00645646126941,0.859177947044,0.805544137955,0.379338860512,0.0713596791029,0.914445459843,0.000314457080094,0.000291377829853,0.000336291122949,0.000338512210874,0.000638116674963,0.000399663404096,0.000330248178216,0.000497579574585,0.000586486246902
32.9285545349,0.278693825006,0.19775852561,0.127901956439,0.869434773922,0.455776065588,0.630784511566,0.544569313526,0.707528352737,0.0344017706811,0.00619694031775,0.82907563448,0.777161836624,0.365653455257,0.0685833245516,0.882724761963,0.000305844703689,0.000282734807115,0.000325915578287,0.000327937625116,0.00062017608434,0.000387998123188,0.000320472288877,0.000482934236061,0.000579200393986
32.9660644531,0.268881857395,0.190696805716,0.123260639608,0.839995503426,0.439931690693,0.6090503335,0.525716423988,0.683262169361,0.0330312289298,0.00595593592152,0.800923526287,0.750616908073,0.352852731943,0.0659853890538,0.853063106537,0.000297959311865,0.000275268423138,0.00031618855428,0.000318009144394,0.000603307620622,0.000377021206077,0.000311346666422,0.00046917173313,0.000572408665903
33.0040588379,0.259686470032,0.184078320861,0.118910200894,0.812412083149,0.425084263086,0.588684499264,0.508050680161,0.660524904728,0.0317454226315,0.00573185505345,0.774546146393,0.725743949413,0.340857088566,0.0635498985648,0.825275063515,0.000290732859867,0.000268866948318,0.000307051115669,0.000308667920763,0.000587413145695,0.000366669672076,0.000302812084556,0.000456211477285,0.000566066533793
33.0425453186,0.251053959131,0.177864462137,0.114825293422,0.78652215004,0.411146759987,0.569567680359,0.491468340158,0.639182925224,0.0305369850248,0.00552329048514,0.749788165092,0.70239675045,0.329596340656,0.0612627230585,0.799196660519,0.000284104928141,0.00026342793717,0.000298451224808,0.000299861974781,0.000572406162973,0.000356887700036,0.000294816418318,0.000443982309662,0.000560134765692
33.0815467834,0.242936611176,0.172020927072,0.11098343879,0.76218187809,0.398042082787,0.551593720913,0.475877612829,0.619117975235,0.0293993838131,0.00532899796963,0.726512312889,0.680445790291,0.319008201361,0.0591113567352,0.774682700634,0.000278021907434,0.000258857529843,0.000290342752123,0.000291545235086,0.000558209896553,0.000347625929862,0.000287313392619,0.000432421133155,0.000554578844458
33.1210708618,0.235292002559,0.166517302394,0.107364684343,0.739263355732,0.385701537132,0.534668505192,0.461196750402,0.600224614143,0.0283268075436,0.0051478696987,0.704596042633,0.659775912762,0.309037297964,0.0570846870542,0.751603901386,0.000272435921943,0.000255069433479,0.000282684632111,0.000283676636172,0.000544756068848,0.000338840327458,0.000280261825537,0.000421471748268,0.000549368036445
33.1611404419,0.228082314134,0.161326408386,0.103951193392,0.717652261257,0.374063938856,0.518707931042,0.447352945805,0.582409143448,0.0273140836507,0.00497891940176,0.683930337429,0.640284240246,0.299634218216,0.0551727823913,0.729845046997,0.00026730413083,0.00025198442745,0.000275440310361,0.000276219652733,0.000531983620021,0.00033049157355,0.000273625046248,0.000411084038205,0.000544474984054
33.2017745972,0.221273675561,0.156423926353,0.100727036595,0.697246670723,0.363074600697,0.503636777401,0.434280872345,0.565587222576,0.0263565797359,0.00482126232237,0.664417624474,0.62187898159,0.29075473547,0.0533667840064,0.709303081036,0.000262588087935,0.000249529955909,0.000268576957751,0.000269141426543,0.000519837951288,0.000322544510709,0.000267370167421,0.000401213008445,0.000539875589311
33.2429847717,0.214835688472,0.151788040996,0.0976778864861,0.677954792976,0.352684229612,0.489387512207,0.421922057867,0.549683451653,0.0254501383752,0.00467410450801,0.645969986916,0.604477345943,0.282359182835,0.0516587235034,0.689885258675,0.000258253247011,0.00024763966212,0.000262065121206,0.00026241253363,0.000508269877173,0.000314967386657,0.000261467706878,0.000391818350181,0.000535547966138
33.2847976685,0.208741024137,0.147399112582,0.0947908684611,0.65969389677,0.342848598957,0.475899279118,0.410223633051,0.534629940987,0.024591030553,0.00453673163429,0.628508687019,0.588005006313,0.274411797523,0.0500414445996,0.671508133411,0.000254268379649,0.000246253039222,0.000255878345342,0.000256006460404,0.000497235218063,0.000307731708745,0.000255891121924,0.000382863683626,0.000531472789589
33.3272285461,0.202964946628,0.143239378929,0.0920543521643,0.642389535904,0.333527743816,0.463117212057,0.399138152599,0.52036523819,0.0237758848816,0.00440849736333,0.61196231842,0.572394967079,0.266880393028,0.0485084876418,0.65409642458,0.000250605371548,0.000245315226493,0.000249992706813,0.000249899196206,0.000486693839775,0.000300811690977,0.000250616489211,0.000374316092348,0.000527632597368
33.3703041077,0.197485134006,0.13929285109,0.0894578322768,0.625974297523,0.324685484171,0.450991660357,0.388622462749,0.506833910942,0.023001652211,0.00428881729022,0.596266508102,0.557586431503,0.259735763073,0.0470540039241,0.63758212328,0.00024723878596,0.000244776456384,0.000244386465056,0.000244069073233,0.000476609537145,0.000294183846563,0.000245622097282,0.000366145803127,0.000524011615198
33.4140434265,0.192281350493,0.13554495573,0.0869917720556,0.610386908054,0.316289067268,0.439477592707,0.378637582064,0.493985652924,0.0222655814141,0.00417715823278,0.581362605095,0.543524324894,0.252951413393,0.0456727109849,0.621903300285,0.000244145456236,0.000244591908995,0.000239040033193,0.000238496329985,0.000466949335532,0.000287826958811,0.000240888315602,0.000358325720299,0.00052059587324
33.4584732056,0.187335163355,0.13198249042,0.084647513926,0.595571756363,0.308308750391,0.428534060717,0.369148045778,0.481774657965,0.0215651653707,0.00407303590328,0.567197680473,0.53015857935,0.246503338218,0.0443597957492,0.607003808022,0.000241304471274,0.000244721333729,0.000233935483266,0.000233163053053,0.000457683199784,0.000281721615465,0.000236397332628,0.000350831163814,0.00051737256581
33.5036201477,0.182629793882,0.128593415022,0.0824171602726,0.581478118896,0.300717294216,0.418123751879,0.360121458769,0.470159262419,0.0208981279284,0.00397600699216,0.553723156452,0.517443597317,0.240369647741,0.0431108959019,0.592832624912,0.000238696768065,0.000245128641836,0.000229056560784,0.000228052827879,0.000448783684988,0.00027585006319,0.000232132850215,0.000343639723724,0.000514330225997
33.5495109558,0.178149938583,0.12536676228,0.0802935212851,0.56805986166,0.293489933014,0.408212602139,0.351528286934,0.45910140872,0.0202623978257,0.00388566544279,0.54089474678,0.505337715149,0.234530314803,0.0419220104814,0.579342782497,0.000236305044382,0.000245781760896,0.000224388350034,0.000223150695092,0.000440225645434,0.000270196032943,0.000228080083616,0.0003367306781,0.000511458551046
33.5961761475,0.173881620169,0.122292488813,0.0782700181007,0.555274605751,0.286604076624,0.398769557476,0.343341648579,0.448566287756,0.0196560826153,0.00380163732916,0.528672218323,0.493802815676,0.228967100382,0.0407895110548,0.566491723061,0.0002341135405,0.000246652052738,0.000219917244976,0.000218442917685,0.000431986059994,0.00026474459446,0.000224225484999,0.000330085138557,0.000508748053107
33.6436424255,0.16981202364,0.119361393154,0.0763406306505,0.543083548546,0.280038893223,0.389766067266,0.335536777973,0.438522070646,0.0190774537623,0.00372357899323,0.517018318176,0.482804119587,0.223663255572,0.039710059762,0.554240226746,0.00023210789368,0.000247714167926,0.000215630730963,0.000213916908251,0.000424043711973,0.000259482039837,0.000220556656132,0.000323685759213,0.000506190408487
33.691947937,0.165929377079,0.116565056145,0.0744998306036,0.531451106071,0.273775398731,0.381175965071,0.32809099555,0.428939521313,0.0185249242932,0.00365117378533,0.505899190903,0.472309499979,0.218603417277,0.0386806055903,0.542552351952,0.000230275007198,0.000248945871135,0.000211517326534,0.000209561025258,0.000416378985392,0.0002543956507,0.000217062231968,0.000317516503856,0.000503777817357
33.7411270142,0.162222877145,0.113895721734,0.0727425441146,0.520344734192,0.267796069384,0.37297514081,0.320983439684,0.419791668653,0.0179970525205,0.00358412764035,0.495283514261,0.462289631367,0.213773474097,0.0376983582973,0.53139513731,0.000228602977586,0.000250327400863,0.000207566466997,0.000205364573048,0.000408973835874,0.000249473639997,0.000213731807889,0.000311562558636,0.000501503585838
33.7912139893,0.158682584763,0.111346267164,0.0710640996695,0.509734094143,0.262084811926,0.365141540766,0.314194947481,0.411053836346,0.0174925029278,0.00352216837928,0.485142529011,0.452717363834,0.209160417318,0.0367607399821,0.520738124847,0.000227080949116,0.00025184158585,0.000203768431675,0.00020131765632,0.000401811499614,0.000244705122896,0.000210555779631,0.00030581021565,0.000499361369293
33.8422546387,0.155299320817,0.108910135925,0.0694601982832,0.499591559172,0.256626754999,0.357654690742,0.307707816362,0.40270319581,0.017010057345,0.00346504268236,0.475449711084,0.443567693233,0.20475231111,0.0358653850853,0.510553240776,0.000225698997383,0.000253473437624,0.000200114198378,0.000197411092813,0.000394876347855,0.000240079956711,0.000207525343285,0.00030024672742,0.000497345754411
33.8942909241,0.152064651251,0.106581248343,0.0679268836975,0.489891469479,0.25140824914,0.350495785475,0.301505804062,0.394718676805,0.0165485944599,0.00341251632199,0.466180592775,0.434817612171,0.200538098812,0.0350101180375,0.50081461668,0.000224448143854,0.000255209859461,0.000196595443413,0.000193636398762,0.000388153915992,0.000235588668147,0.000204632393434,0.000294860306894,0.000495451677125
33.9473686218,0.148970767856,0.104354031384,0.0664604902267,0.48061016202,0.24641661346,0.343647450209,0.295573741198,0.387080848217,0.0161070805043,0.00336436997168,0.457312524319,0.426445811987,0.196507588029,0.034192930907,0.491498380899,0.000223320210353,0.000257039588178,0.000193204468815,0.000189985628822,0.000381630670745,0.000231222365983,0.000201869406737,0.000289639894618,0.000493674713653
34.001537323,0.146010428667,0.102223321795,0.0650576427579,0.471725672483,0.241640135646,0.337093561888,0.28989776969,0.379771798849,0.0156845729798,0.00332040060312,0.448824614286,0.41843265295,0.192651331425,0.0334119834006,0.482582390308,0.000222307717195,0.000258953019511,0.00018993410049,0.000186451419722,0.00037529389374,0.000226972741075,0.000199229529244,0.00028457515873,0.000492011080496
34.056854248,0.143177002668,0.100184336305,0.0637152045965,0.463217794895,0.237067997456,0.330819249153,0.284464985132,0.372774720192,0.0152801992372,0.003280417528,0.440697491169,0.410759806633,0.188960656524,0.0326655618846,0.474046170712,0.000221403985051,0.000260941887973,0.000186777688214,0.000183026888408,0.000369131710613,0.000222831920837,0.000196706387214,0.000279656407656,0.000490457285196
34.1133728027,0.140464261174,0.0982326492667,0.0624302886426,0.455067694187,0.232690185308,0.324810743332,0.279263406992,0.366074323654,0.014893155545,0.00324424519204,0.432913154364,0.403410404921,0.185427427292,0.031952098012,0.465870767832,0.000220602873014,0.000262999383267,0.000183729076525,0.000179705544724,0.000363132858183,0.000218792571104,0.000194294130779,0.000274874590104,0.000489010475576
34.1711616516,0.13786649704,0.0963641777635,0.0612002201378,0.447257936001,0.228497430682,0.319055140018,0.27428200841,0.359656244516,0.0145227089524,0.00321171851829,0.425455063581,0.396368741989,0.182044222951,0.0312701389194,0.45803847909,0.000219898953219,0.000265119742835,0.000180782459211,0.00017648137873,0.000357286771759,0.00021484757599,0.000191987288417,0.000270221120445,0.000487668148708
34.2302856445,0.135378405452,0.0945751219988,0.0600225180387,0.43977239728,0.224481090903,0.3135407269,0.269510507584,0.353507310152,0.0141681823879,0.00318268593401,0.418307691813,0.389620453119,0.178804054856,0.0306183490902,0.450533151627,0.000219287307118,0.000267298426479,0.000177932510269,0.000173348671524,0.000351583323209,0.000210990270716,0.00018978092703,0.000265687849605,0.000486428296426
34.2908248901,0.132995083928,0.0928619876504,0.0588948950171,0.432596087456,0.220633193851,0.30825650692,0.264939457178,0.347615212202,0.0138289574534,0.00315700587817,0.411456823349,0.38315191865,0.175700545311,0.0299954917282,0.443339556456,0.000218763554585,0.000269531825325,0.000175174151082,0.000170302068,0.000346012966475,0.000207214252441,0.000187670433661,0.000261267123278,0.000485289376229
34.3528556824,0.130711957812,0.091221511364,0.0578152276576,0.425715088844,0.216946393251,0.303192257881,0.260560005903,0.341968566179,0.0135044669732,0.00313454889692,0.404889166355,0.376950711012,0.172727778554,0.0294004362077,0.436443716288,0.00021832389757,0.000271817320026,0.00017250275414,0.000167336460436,0.000340566592058,0.000203513365705,0.000185651588254,0.000256951519987,0.00048425028217
34.4164733887,0.128524854779,0.0896507129073,0.0567815601826,0.419116526842,0.213413819671,0.29833856225,0.25636407733,0.336556851864,0.0131941959262,0.00311519554816,0.398592442274,0.371005266905,0.169880196452,0.02883214131,0.429832607508,0.000217964945477,0.000274153106147,0.000169913866557,0.0001644470467,0.000335235323291,0.000199881615117,0.000183720534551,0.000252734054811,0.000483310373966
34.4817771912,0.126429855824,0.088146828115,0.0557920858264,0.412788510323,0.210029169917,0.293686777353,0.252344101667,0.331370353699,0.0128976749256,0.00309883849695,0.392555356026,0.365304917097,0.167152792215,0.0282896533608,0.423494279385,0.000217683846131,0.000276538310573,0.000167403384694,0.000161629228387,0.000330010661855,0.000196313209017,0.000181873750989,0.000248608004767,0.000482469418785
34.5488700867,0.124423407018,0.0867073014379,0.0548451393843,0.406720042229,0.206786602736,0.289228767157,0.248493179679,0.32640004158,0.0126144792885,0.00308538042009,0.386767268181,0.359839767218,0.164540827274,0.027772096917,0.417417526245,0.000217478242121,0.00027897284599,0.000164967452292,0.000158878596267,0.000324884313159,0.000192802486708,0.000180107992492,0.000244566763286,0.000481727794977
34.6178779602,0.122502185404,0.0853298008442,0.0539392009377,0.400900900364,0.203680798411,0.284957230091,0.244804918766,0.321637690067,0.0123442271724,0.00307473586872,0.381218641996,0.354600697756,0.162040054798,0.0272786859423,0.411592245102,0.00021734618349,0.000281457410892,0.000162602460478,0.000156190973939,0.000319848273648,0.000189343831153,0.000178420377779,0.000240603985731,0.000481086375657
34.6889343262,0.120663203299,0.0840121954679,0.0530728772283,0.395321786404,0.200706809759,0.280865341425,0.241273462772,0.317075699568,0.0120865842327,0.00306683010422,0.375900566578,0.349579423666,0.159646525979,0.0268087051809,0.406008929014,0.000217286273255,0.000283993576886,0.000160304960446,0.000153562257765,0.000314894452458,0.000185931683518,0.00017680831661,0.000236713458435,0.000480546528706
34.7621879578,0.118903703988,0.0827525481582,0.0522449091077,0.389974176884,0.197860181332,0.276946872473,0.237893506885,0.312707155943,0.0118412515149,0.00306160189211,0.370804935694,0.344768196344,0.157356664538,0.0263615250587,0.40065908432,0.000217297550989,0.000286583701381,0.000158071794431,0.00015098854783,0.000310015020659,0.000182560441317,0.000175269524334,0.000232889025938,0.000480110378703
34.8378067017,0.117221236229,0.0815491229296,0.0514541678131,0.384850382805,0.195136904716,0.273196309805,0.234660252929,0.30852586031,0.0116079747677,0.00305900140665,0.365924417973,0.340160220861,0.155167266726,0.0259365811944,0.395534873009,0.000217379623791,0.000289231073111,0.000155899921083,0.000148465987877,0.000305202003801,0.000179224472959,0.000173802036443,0.000229124561884,0.000479780719616
34.9159812927,0.115613594651,0.0804003849626,0.0506996437907,0.379943370819,0.19253334403,0.269608587027,0.231569439173,0.304526150227,0.011386545375,0.00305899442174,0.361252427101,0.335749238729,0.153075441718,0.025533400476,0.390629351139,0.000217532593524,0.000291939941235,0.000153786531882,0.00014599080896,0.000300447369227,0.000175917972228,0.000172404150362,0.000225413954468,0.000479561131215
34.996925354,0.114078834653,0.079304985702,0.049980469048,0.37524703145,0.190046340227,0.266179352999,0.228617280722,0.300703108311,0.0111767938361,0.00306156091392,0.356783092022,0.331529766321,0.15107871592,0.0251515824348,0.38593634963,0.000217757216888,0.000294715660857,0.000151728949277,0.000143559271237,0.000295742909657,0.000172634914634,0.000171074570972,0.000221750946366,0.000479456153698
35.0808830261,0.112615339458,0.0782618075609,0.0492959134281,0.370755970478,0.187673225999,0.262904763222,0.225800558925,0.297052562237,0.0109785981476,0.00306669832207,0.352511495352,0.327497065067,0.149174928665,0.024790816009,0.381450533867,0.000218054919969,0.000297564722132,0.00014972469944,0.000141167649417,0.00029108003946,0.000169369071955,0.000169812323293,0.000218129134737,0.000479471316794
35.1681365967,0.11122174561,0.0772699266672,0.0486453846097,0.366465747356,0.185411736369,0.259781718254,0.223116695881,0.293570965528,0.0107918893918,0.00307442387566,0.348433315754,0.323647201061,0.147362366319,0.0244508758187,0.377167463303,0.000218427841901,0.000300495070405,0.000147771439515,0.000138812218211,0.000286449852865,0.000166113692103,0.000168616825249,0.000214541883906,0.000479613634525
35.2590103149,0.109897062182,0.0763286948204,0.0480284541845,0.362372756004,0.183260187507,0.256807804108,0.22056363523,0.290255635977,0.0106166508049,0.00308477692306,0.344545334578,0.319977045059,0.14563973248,0.0241316501051,0.373083591461,0.000218879067688,0.000303516309941,0.000145867001265,0.00013648912136,0.000281842803815,0.000162861630088,0.000167487945873,0.000210982194403,0.000479891517898
35.3538856506,0.108640648425,0.0754377171397,0.047444883734,0.358474552631,0.181217476726,0.253981351852,0.218140125275,0.28710475564,0.0104529289529,0.00309782335535,0.340845257044,0.316484451294,0.144006192684,0.0238331388682,0.369196563959,0.00021941268642,0.00030663999496,0.000144009361975,0.000134194400744,0.000277248531347,0.000159604969667,0.000166426034411,0.000207442542887,0.000480315298773
35.4532051086,0.107452280819,0.0745969265699,0.0468946173787,0.354769706726,0.179283201694,0.251301705837,0.215845644474,0.28411757946,0.0103008458391,0.00311366189271,0.337331950665,0.313168406487,0.142461508512,0.0235554706305,0.365505099297,0.0002200340532,0.000309880124405,0.000142196673551,0.00013192393817,0.00027265571407,0.000156334936037,0.000165432080394,0.000203914722078,0.000480897695525
35.5574989319,0.106332235038,0.0738066285849,0.0463778749108,0.351258337498,0.177457675338,0.248769164085,0.213680684566,0.281294465065,0.0101606072858,0.00313242920674,0.334005653858,0.310029000044,0.141006082296,0.0232989508659,0.362009435892,0.000220750123844,0.000313253724016,0.000140427291626,0.000129673266201,0.000268051633611,0.000153041633894,0.000164507786394,0.000200389709789,0.000481654366013
35.6674156189,0.105281434953,0.0730675756931,0.0458951443434,0.347942143679,0.175742298365,0.246385380626,0.21164688468,0.278637290001,0.01003252808,0.00315431202762,0.330868273973,0.307068049908,0.13964112103,0.0230640806258,0.358711540699,0.000221569847781,0.000316781777656,0.000138699731906,0.000127437655465,0.000263421679847,0.000149713596329,0.000163655728102,0.000196857188712,0.000482604751596
35.7837257385,0.104301519692,0.0723811089993,0.045447319746,0.344824999571,0.17413957417,0.24415370822,0.209747344255,0.276149839163,0.00991705898196,0.00317956064828,0.32792365551,0.304289251566,0.138368859887,0.0228516086936,0.355615526438,0.000222504677367,0.000320490304148,0.000137012801133,0.000125211750856,0.000258748972556,0.000146337362821,0.00016287973267,0.000193305313587,0.000483773445012
35.9074058533,0.103395164013,0.0717493221164,0.0450357683003,0.341913402081,0.172653704882,0.242079555988,0.207987070084,0.27383813262,0.00981482956558,0.00320850824937,0.325178533792,0.301698833704,0.137192890048,0.0226626247168,0.352728396654,0.000223569571972,0.00032441210351,0.000135365611641,0.000122989571537,0.00025401316816,0.00014289675164,0.000162185096997,0.000189720070921,0.000485191558255
